  2535,   -3.687,   -1.763,   -1.251,    0.251,    0.145,    1.067,
  2540,   -3.580,   -1.778,   -1.290,    0.257,    0.139,    1.082,
  2545,   -3.503,   -2.053,   -1.114,    0.256,    0.134,    1.078,
  2550,   -3.007,   -1.793,   -1.038,    0.252,    0.138,    1.078,
  2555,   -2.770,   -1.053,   -1.244,    0.256,    0.131,    1.068,
  2560,   -2.480,    0.938,   -1.282,    0.252,    0.131,    1.083,
  2565,   -1.671,   -1.290,   -1.717,    0.249,    0.125,    1.080,
  2570,   -1.259,   -2.145,   -1.809,    0.248,    0.133,    1.089,
  2575,   -1.083,   -2.190,   -1.496,    0.260,    0.138,    1.068,
  2580,   -1.167,   -1.541,   -1.564,    0.265,    0.135,    1.052,
  2585,   -1.664,    0.786,   -1.740,    0.257,    0.141,    1.060,
  2590,   -1.900,    0.847,   -1.854,    0.259,    0.147,    1.070,
  2595,   -2.007,   -1.083,   -1.725,    0.251,    0.142,    1.073,
  2600,   -2.061,    0.778,   -1.526,    0.244,    0.150,    1.088,
  2605,   -2.694,    0.595,   -1.564,    0.258,    0.151,    1.077,
  2610,   -2.610,    0.778,   -1.427,    0.256,    0.142,    1.072,
  2615,   -2.679,    0.961,   -1.106,    0.258,    0.144,    1.070,
  2620,   -2.595,    0.526,   -1.267,    0.261,    0.131,    1.070,
  2625,   -2.908,    0.282,   -1.366,    0.255,    0.131,    1.068,
  2630,   -2.862,    0.244,   -1.992,    0.245,    0.131,    1.078,
  2635,   -2.488,   -1.557,   -2.007,    0.248,    0.139,    1.083,
  2640,   -2.030,   -3.000,   -1.740,    0.264,    0.146,    1.081,
  2645,   -2.068,   -2.748,   -1.091,    0.255,    0.138,    1.069,
  2650,   -2.114,   -1.824,    0.961,    0.258,    0.143,    1.085,
  2655,   -2.458,   -1.580,   -1.076,    0.255,    0.141,    1.065,
  2660,   -2.511,   -1.839,    0.977,    0.248,    0.139,    1.080,
  2665,   -2.335,   -1.664,    0.954,    0.254,    0.134,    1.081,
  2670,   -2.480,   -1.511,   -1.435,    0.256,    0.132,    1.073,
  2675,   -2.381,   -1.213,   -1.732,    0.256,    0.139,    1.075,
  2680,   -2.213,    0.977,   -1.740,    0.255,    0.131,    1.072,
  2685,   -1.740,   -1.122,   -1.908,    0.250,    0.131,    1.076,
  2690,   -1.641,    0.549,   -2.114,    0.261,    0.133,    1.067,
  2695,   -1.816,    0.328,   -2.160,    0.258,    0.136,    1.079,
  2700,   -1.870,    0.519,   -2.435,    0.250,    0.149,    1.072,
  2705,   -1.587,   -1.290,   -2.267,    0.252,    0.142,    1.085,
  2710,   -2.045,   -1.190,   -2.297,    0.258,    0.143,    1.072,
  2715,   -2.198,    0.763,   -2.274,    0.256,    0.146,    1.062,
  2720,   -2.358,    0.587,   -2.076,    0.252,    0.141,    1.079,
  2725,   -2.152,    0.877,   -2.106,    0.256,    0.144,    1.077,
  2730,   -1.893,   -1.091,   -1.862,    0.250,    0.138,    1.086,
  2735,   -2.015,   -1.015,   -1.557,    0.255,    0.140,    1.079,
  2740,   -1.480,   -1.427,   -1.458,    0.252,    0.136,    1.078,
  2745,   -1.572,   -1.236,   -1.412,    0.256,    0.132,    1.073,
  2750,   -1.312,   -1.595,   -1.625,    0.252,    0.129,    1.079,
  2755,   -1.259,   -1.358,   -1.633,    0.250,    0.140,    1.074,
  2760,   -1.793,   -1.526,   -2.145,    0.243,    0.145,    1.079,
  2765,   -2.320,   -2.511,   -2.175,    0.259,    0.137,    1.068,
  2770,   -2.152,   -2.633,   -2.030,    0.256,    0.145,    1.080,
  2775,   -2.381,   -2.480,   -1.824,    0.260,    0.145,    1.071,
  2780,   -2.656,   -3.083,   -1.916,    0.256,    0.145,    1.087,
  2785,   -2.824,   -3.244,   -1.419,    0.258,    0.146,    1.079,
  2790,   -3.076,   -3.129,   -1.427,    0.254,    0.151,    1.088,
  2795,   -3.351,   -2.625,   -1.274,    0.256,    0.141,    1.084,
  2800,   -3.198,   -2.007,   -1.374,    0.260,    0.135,    1.066,
  2805,   -2.358,   -2.183,   -1.671,    0.253,    0.133,    1.080,
  2810,   -1.916,   -2.061,   -1.763,    0.261,    0.128,    1.060,
  2815,   -1.580,   -2.099,   -2.045,    0.257,    0.133,    1.066,
  2820,   -1.633,   -1.862,   -2.068,    0.249,    0.138,    1.064,
  2825,   -1.755,   -1.725,   -2.015,    0.254,    0.143,    1.071,
  2830,   -1.709,   -1.465,   -1.664,    0.243,    0.144,    1.069,
  2835,   -1.893,   -1.526,   -1.748,    0.242,    0.146,    1.074,
  2840,   -1.969,   -1.854,   -1.816,    0.253,    0.143,    1.081,
  2845,   -1.923,   -2.053,   -1.732,    0.255,    0.141,    1.079,
  2850,   -2.099,   -1.587,   -1.259,    0.256,    0.142,    1.076,
  2855,   -2.183,    0.847,   -1.534,    0.258,    0.135,    1.072,
  2860,   -2.473,    0.076,   -1.679,    0.257,    0.140,    1.075,
  2865,   -2.702,    0.351,   -1.854,    0.254,    0.148,    1.085,
  2870,   -2.786,   -1.236,   -1.656,    0.250,    0.152,    1.089,
  2875,   -3.061,   -1.526,   -1.488,    0.257,    0.146,    1.091,
  2880,   -3.274,    0.969,   -1.488,    0.255,    0.142,    1.062,
  2885,   -3.145,    0.824,   -1.618,    0.266,    0.131,    1.068,
  2890,   -3.236,    0.931,   -1.656,    0.264,    0.129,    1.070,
  2895,   -2.946,    0.977,   -1.580,    0.262,    0.131,    1.071,
  2900,   -2.282,    0.885,   -2.022,    0.247,    0.135,    1.082,
  2905,   -2.190,   -2.030,   -1.595,    0.253,    0.143,    1.073,
  2910,   -1.824,   -1.824,   -1.458,    0.256,    0.139,    1.075,
  2915,   -1.725,   -1.343,   -1.580,    0.260,    0.136,    1.067,
  2920,   -1.732,   -1.404,   -1.419,    0.258,    0.139,    1.077,
  2925,   -1.534,   -1.786,   -1.282,    0.258,    0.139,    1.082,
  2930,   -1.595,   -1.213,   -1.358,    0.252,    0.142,    1.075,
  2935,   -1.938,   -1.328,   -1.740,    0.251,    0.137,    1.076,
  2940,   -2.312,   -1.473,   -1.900,    0.259,    0.137,    1.081,
  2945,   -2.259,   -1.076,   -2.053,    0.253,    0.139,    1.079,
  2950,   -2.488,    0.877,   -1.984,    0.256,    0.145,    1.077,
  2955,   -2.572,    0.977,   -1.832,    0.259,    0.147,    1.073,
  2960,   -2.854,   -1.740,   -1.809,    0.249,    0.154,    1.079,
  2965,   -2.809,   -1.931,   -1.374,    0.249,    0.140,    1.080,
  2970,   -2.938,   -1.687,   -1.404,    0.265,    0.140,    1.069,
  2975,   -3.083,   -1.580,   -1.412,    0.257,    0.146,    1.068,
  2980,   -3.114,   -1.282,   -1.603,    0.257,    0.132,    1.071,
  2985,   -2.740,    0.916,   -1.931,    0.259,    0.132,    1.072,
  2990,   -2.175,   -1.442,   -1.969,    0.262,    0.140,    1.077,
  2995,   -2.152,    0.793,   -1.687,    0.260,    0.139,    1.077,
  3000,   -2.389,    0.770,   -1.984,    0.263,    0.133,    1.076,
  3005,   -2.274,   -1.061,   -2.167,    0.266,    0.143,    1.075,
  3010,   -2.007,   -1.198,   -1.526,    0.260,    0.144,    1.090,
  3015,   -2.068,   -1.022,   -1.618,    0.254,    0.145,    1.093,
  3020,   -1.961,    0.763,   -1.534,    0.262,    0.143,    1.077,
  3025,   -2.335,    0.656,   -1.511,    0.261,    0.146,    1.063,
  3030,   -2.404,    0.618,   -1.648,    0.260,    0.128,    1.068,
  3035,   -2.152,   -1.641,   -1.534,    0.270,    0.136,    1.071,
  3040,   -1.793,   -1.389,   -1.656,    0.254,    0.138,    1.066,
  3045,   -1.793,   -1.091,   -2.152,    0.257,    0.135,    1.076,
  3050,   -1.549,   -1.351,   -1.877,    0.245,    0.140,    1.085,
  3055,   -1.641,   -1.633,   -1.603,    0.252,    0.146,    1.083,
  3060,   -1.923,   -1.503,   -1.656,    0.248,    0.154,    1.085,
  3065,   -2.595,   -1.000,   -1.816,    0.251,    0.149,    1.065,
  3070,   -2.801,    0.938,   -2.091,    0.253,    0.145,    1.074,
  3075,   -2.847,    0.740,   -2.076,    0.261,    0.137,    1.067,
  3080,   -3.030,    0.549,   -1.923,    0.260,    0.138,    1.073,
  3085,   -2.954,    0.396,   -1.877,    0.254,    0.144,    1.085,
  3090,   -2.870,    0.656,   -1.679,    0.257,    0.144,    1.081,
  3095,   -3.137,    0.961,   -1.641,    0.256,    0.154,    1.079,
  3100,   -3.396,   -1.045,   -1.175,    0.263,    0.144,    1.070,
  3105,   -3.038,   -1.175,    0.977,    0.262,    0.129,    1.077,
  3110,   -2.839,   -1.160,    0.946,    0.265,    0.141,    1.077,
  3115,   -2.687,    0.305,   -1.145,    0.261,    0.131,    1.067,
  3120,   -2.465,    0.091,   -1.015,    0.257,    0.140,    1.078,
  3125,   -2.229,    0.343,   -1.267,    0.261,    0.135,    1.072,
  3130,   -1.770,    0.206,   -1.236,    0.255,    0.134,    1.065,
  3135,   -2.015,    0.236,   -1.664,    0.253,    0.138,    1.069,
  3140,   -1.984,    0.389,   -1.954,    0.249,    0.143,    1.092,
  3145,   -2.015,    0.984,   -1.969,    0.241,    0.149,    1.081,
  3150,   -2.015,   -1.648,   -2.129,    0.240,    0.148,    1.080,
  3155,   -2.358,   -2.641,   -1.992,    0.241,    0.154,    1.076,
  3160,   -3.114,   -2.923,   -2.000,    0.249,    0.150,    1.084,
  3165,   -3.366,   -3.061,   -2.244,    0.246,    0.144,    1.078,
  3170,   -3.267,   -3.358,   -1.946,    0.259,    0.141,    1.075,
  3175,   -3.083,   -2.992,   -1.801,    0.262,    0.133,    1.068,
  3180,   -2.961,   -2.190,   -1.687,    0.266,    0.130,    1.057,
  3185,   -2.618,   -1.648,   -1.725,    0.265,    0.128,    1.063,
  3190,   -1.946,   -1.160,   -1.832,    0.267,    0.120,    1.070,
  3195,   -1.595,   -1.305,   -1.496,    0.265,    0.133,    1.074,
  3200,   -1.160,   -1.312,   -1.335,    0.262,    0.128,    1.058,
  3205,   -1.206,   -1.206,   -1.450,    0.259,    0.144,    1.076,
  3210,   -1.068,   -1.083,   -1.435,    0.259,    0.135,    1.089,
  3215,   -1.213,   -2.687,   -1.419,    0.262,    0.142,    1.076,
  3220,   -1.396,   -1.832,   -1.320,    0.261,    0.137,    1.066,
  3225,   -1.519,   -1.061,   -1.847,    0.263,    0.144,    1.080,
  3230,   -1.740,   -1.099,   -1.450,    0.254,    0.146,    1.088,
  3235,   -2.038,   -1.267,   -1.122,    0.245,    0.147,    1.080,
  3240,   -2.389,   -1.259,   -1.312,    0.251,    0.152,    1.091,
  3245,   -2.770,    0.870,   -1.152,    0.262,    0.146,    1.069,
  3250,   -3.229,    0.832,   -1.389,    0.260,    0.144,    1.077,
  3255,   -3.541,    0.244,   -1.679,    0.262,    0.135,    1.078,
  3260,   -3.442,    0.061,   -2.007,    0.256,    0.136,    1.088,
  3265,   -3.099,    0.801,   -2.015,    0.253,    0.135,    1.081,
  3270,   -2.694,   -1.824,   -1.328,    0.259,    0.140,    1.063,
  3275,   -2.679,   -1.488,   -1.290,    0.258,    0.137,    1.067,
  3280,   -2.503,   -1.396,   -1.557,    0.263,    0.127,    1.061,
  3285,   -2.068,   -1.267,   -1.580,    0.260,    0.121,    1.063,
  3290,   -1.389,   -1.358,   -1.404,    0.256,    0.127,    1.077,
  3295,   -1.099,   -1.702,   -1.404,    0.250,    0.135,    1.076,
  3300,   -1.015,   -1.465,   -1.778,    0.252,    0.131,    1.076,
  3305,    0.908,   -1.435,   -2.190,    0.257,    0.135,    1.071,
  3310,    0.625,   -1.251,   -1.893,    0.265,    0.139,    1.071,
  3315,    0.603,    0.931,   -2.114,    0.254,    0.142,    1.080,
  3320,   -1.038,    0.641,   -2.274,    0.250,    0.138,    1.082,
  3325,   -1.442,   -1.221,   -2.427,    0.251,    0.152,    1.082,
  3330,   -1.748,    0.824,   -2.404,    0.254,    0.157,    1.088,
  3335,   -2.450,   -1.183,   -2.473,    0.255,    0.166,    1.086,
  3340,   -3.358,   -1.381,   -1.702,    0.255,    0.159,    1.086,
  3345,   -3.847,   -1.381,   -1.549,    0.248,    0.155,    1.073,
  3350,   -4.007,   -1.038,   -1.175,    0.249,    0.143,    1.073,
  3355,   -3.549,   -1.175,   -1.374,    0.253,    0.130,    1.069,
  3360,   -3.030,   -1.541,   -1.198,    0.257,    0.132,    1.055,
  3365,   -2.374,   -1.374,    0.969,    0.253,    0.119,    1.077,
  3370,   -1.351,   -2.106,   -1.099,    0.259,    0.127,    1.072,
  3375,    0.763,   -1.679,    0.778,    0.259,    0.116,    1.065,
  3380,    0.145,   -1.824,   -1.419,    0.252,    0.120,    1.076,
  3385,    0.129,   -1.236,   -2.000,    0.251,    0.128,    1.075,
  3390,    0.320,   -1.419,   -2.221,    0.257,    0.140,    1.076,
  3395,    0.045,   -1.572,   -1.977,    0.255,    0.147,    1.081,
  3400,    0.305,   -2.007,   -1.923,    0.250,    0.151,    1.089,
  3405,   -1.007,   -1.893,   -1.847,    0.254,    0.152,    1.072,
  3410,   -1.732,   -1.458,   -1.793,    0.258,    0.153,    1.086,
  3415,   -1.488,   -2.061,   -2.396,    0.253,    0.150,    1.083,
  3420,   -2.267,   -2.259,   -2.717,    0.258,    0.149,    1.086,
  3425,   -2.282,   -1.679,   -2.916,    0.260,    0.146,    1.061,
  3430,   -2.725,   -1.519,   -2.793,    0.259,    0.155,    1.079,
  3435,   -2.709,   -1.458,   -2.389,    0.250,    0.143,    1.079,
  3440,   -2.099,   -2.419,   -1.984,    0.270,    0.150,    1.071,
  3445,   -1.740,   -2.954,   -1.351,    0.275,    0.139,    1.064,
  3450,   -1.580,   -2.427,   -1.244,    0.281,    0.138,    1.059,
  3455,   -1.267,   -1.687,   -1.061,    0.267,    0.138,    1.072,
  3460,    0.786,   -1.870,   -1.083,    0.266,    0.134,    1.078,
  3465,    0.801,   -2.068,   -1.030,    0.260,    0.137,    1.086,
  3470,    0.725,   -1.732,    0.893,    0.255,    0.154,    1.087,
  3475,   -1.404,   -1.610,    0.473,    0.257,    0.152,    1.089,
  3480,   -2.160,   -2.000,    0.633,    0.246,    0.149,    1.091,
  3485,   -2.473,   -1.832,    0.740,    0.253,    0.146,    1.075,
  3490,   -2.893,   -2.000,    0.633,    0.257,    0.144,    1.081,
  3495,   -3.175,   -1.587,    0.709,    0.250,    0.149,    1.058,
  3500,   -3.633,    0.923,   -1.351,    0.254,    0.147,    1.063,
  3505,   -4.015,    0.442,   -1.427,    0.255,    0.145,    1.056,
  3510,   -3.549,    0.389,   -1.450,    0.247,    0.135,    1.065,
  3515,   -3.129,    0.732,   -1.694,    0.262,    0.132,    1.065,
  3520,   -2.679,    0.595,   -1.740,    0.270,    0.132,    1.056,
  3525,   -2.648,    0.038,   -1.923,    0.260,    0.132,    1.078,
  3530,   -2.129,    0.152,   -2.076,    0.257,    0.130,    1.088,
  3535,   -1.977,    0.641,   -1.870,    0.262,    0.141,    1.081,
  3540,   -1.816,   -1.557,   -1.809,    0.258,    0.151,    1.091,
  3545,   -2.000,   -2.183,   -1.389,    0.257,    0.154,    1.088,
  3550,   -2.030,   -2.061,   -1.503,    0.253,    0.145,    1.081,
  3555,   -2.946,   -2.068,   -1.381,    0.256,    0.153,    1.083,
  3560,   -3.343,   -2.450,   -1.160,    0.260,    0.148,    1.078,
  3565,   -3.465,   -2.251,   -1.030,    0.254,    0.137,    1.067,
  3570,   -3.465,   -1.816,   -1.641,    0.254,    0.127,    1.070,
  3575,   -3.526,   -1.603,   -1.931,    0.253,    0.141,    1.067,
  3580,   -3.732,   -1.404,   -2.374,    0.261,    0.141,    1.070,
  3585,   -3.900,   -1.091,   -2.381,    0.263,    0.137,    1.062,
  3590,   -3.610,    0.770,   -2.664,    0.268,    0.135,    1.058,
  3595,   -3.488,    0.832,   -3.091,    0.271,    0.137,    1.078,
  3600,   -3.190,    0.557,   -2.923,    0.264,    0.129,    1.067,
  3605,   -2.702,    0.389,   -2.687,    0.264,    0.137,    1.080,
  3610,   -1.755,    0.541,   -2.610,    0.265,    0.140,    1.078,
  3615,   -2.206,   -1.053,   -2.335,    0.261,    0.143,    1.080,
  3620,   -2.297,   -1.236,   -2.213,    0.257,    0.151,    1.082,
  3625,   -2.183,   -1.351,   -2.320,    0.252,    0.143,    1.076,
  3630,   -2.244,   -1.419,   -2.122,    0.258,    0.150,    1.088,
  3635,   -2.221,   -1.374,   -1.847,    0.259,    0.142,    1.058,
  3640,   -2.412,   -1.145,   -2.000,    0.254,    0.141,    1.064,
  3645,   -2.404,    0.931,   -2.213,    0.259,    0.139,    1.066,
  3650,   -2.954,    0.824,   -2.458,    0.255,    0.139,    1.071,
  3655,   -3.541,    0.312,   -2.931,    0.247,    0.145,    1.081,
  3660,   -4.229,    0.923,   -3.030,    0.257,    0.156,    1.088,
  3665,   -4.427,    0.816,   -2.564,    0.248,    0.160,    1.095,
  3670,   -4.908,   -1.320,   -2.274,    0.257,    0.167,    1.098,
  3675,   -5.778,   -1.854,   -1.809,    0.264,    0.155,    1.074,
  3680,   -5.526,   -2.442,   -1.358,    0.273,    0.143,    1.066,
  3685,   -5.244,   -2.419,   -1.106,    0.265,    0.122,    1.064,
  3690,   -4.610,   -1.603,   -1.312,    0.266,    0.118,    1.070,
  3695,   -3.671,   -1.587,   -2.022,    0.265,    0.118,    1.060,
  3700,   -2.786,   -2.206,   -1.809,    0.275,    0.130,    1.053,
  3705,   -2.251,   -1.167,   -2.183,    0.263,    0.131,    1.060,
  3710,   -2.282,    0.419,   -2.366,    0.264,    0.135,    1.070,
  3715,   -2.335,    0.038,   -2.404,    0.259,    0.133,    1.084,
  3720,   -2.213,    0.167,   -2.541,    0.246,    0.136,    1.084,
  3725,   -2.175,    0.145,   -2.396,    0.248,    0.152,    1.088,
  3730,   -2.206,   -1.251,   -1.801,    0.251,    0.148,    1.072,
  3735,   -2.664,    0.748,   -1.671,    0.260,    0.143,    1.068,
  3740,   -2.816,    0.412,   -1.900,    0.256,    0.141,    1.068,
  3745,   -3.366,    0.221,   -1.664,    0.256,    0.142,    1.073,
  3750,   -3.251,   -1.068,   -1.671,    0.256,    0.137,    1.083,
  3755,   -3.114,   -1.557,   -1.664,    0.254,    0.135,    1.073,
  3760,   -3.366,   -1.435,   -1.503,    0.257,    0.137,    1.061,
  3765,   -3.305,   -1.022,   -1.511,    0.260,    0.133,    1.080,
